(34.6028,44.8165)
(88.5846,39.0788)
(151.895,134.703)
(208.389,220.09)
(34.7172,89.1878)
(188.797,168.708)
(208.932,211.108)
(288.295,119.773)
(186.117,241.699)
(108.443,198.261)
(70.7066,237.279)
(151.218,52.3884)
(162.138,47.4892)
(121.353,156.314)
(181.834,225.218)
(114.25,55.5151)
(104.637,47.6507)
(183.178,226.405)
(127.324,59.2144)
(256.923,131.914)
(93.372,113.367)
(111.049,72.1768)
(69.4449,66.9915)
(202.377,225.435)
(53.6606,178.467)
(234.122,94.2404)
(160.716,52.9878)
(157.056,92.7275)
(45.4469,146.056)
(259.469,197.154)
(116.244,241.366)
(263.096,190.755)
(233.986,113.922)
(227.587,131.183)
(118.106,152.156)
(273.525,181.351)
(210.493,52.2212)
(263.955,49.8116)
(64.1825,133.979)
(285.673,87.7163)
(57.4159,187.443)
(192.384,188.005)
(185.401,217.087)
(91.1593,200.721)
(108.113,218.275)
(208.302,194.23)
(204.611,139.045)
(195.411,208.47)
(197.936,90.6453)
(150.081,85.9149)
(187.772,91.2526)
(277.693,168.138)
(88.4436,209.295)
(228.377,122.499)
(88.2432,181.698)
(220.643,115.532)
(114.11,80.6737)
(113.964,69.3845)
(42.7303,72.7707)
(280.532,120.716)
(36.0159,156.481)
(125.373,210.5)
(40.4956,188.432)
(229.397,208.305)
(224.047,47.1254)
(104.647,181.692)
(83.3478,49.9866)
(160.257,141.665)
(204.251,56.2813)
(274.591,62.3677)
(182.949,162.881)
(188.327,66.9324)
(188.525,169.938)
(146.744,201.128)
(187.679,94.9236)
(132.271,193.568)
(196.375,125.292)
(214.495,206.743)
(58.6933,111.54)
(225.475,52.6134)
(103.635,197.769)
(244.732,156.856)
(192.725,72.6364)
(108.948,166.85)
(73.8875,51.1863)
(239.645,226.709)
(159.037,95.6188)
(104.069,117.435)
(210.527,118.46)
(128.99,168.079)
(158.353,128.909)
(172.074,124.601)
(199.171,54.2169)
(141.772,227.737)
(110.727,234.894)
(90.7774,184.235)
(177.633,203.157)
(151.518,140.232)
(220.763,128.114)
(117.508,64.5239)
(124.27,224.8)
(101.66,53.1802)
(65.3889,73.3765)
(181.042,45.7892)
(136.806,177.68)
(224.295,65.0332)
(51.5586,64.0172)
(200.061,220.602)
(63.204,209.48)
(258.766,143.804)
(189.344,217.191)
(138.466,136.851)
(165.318,157.632)
(287.509,155.954)
(230.715,72.6649)
(230.905,124.858)
(42.435,200.213)
(188.465,77.6972)
(218.559,237.155)
(133.913,125.239)
(159.804,225.856)
(200.699,181.236)
(34.8432,68.4076)
(212.266,67.9205)
(222.858,138.679)
(222.151,182.075)
(100.84,228.265)
(129.353,236.032)
(130.866,84.5094)
(202.413,131.454)
(102.144,100.965)
(266.739,114.452)
(46.1476,122.852)
(202.577,234.58)
(104.976,204.137)
(170.246,234.654)
(174.963,238.592)
(226.317,179.68)
(51.9691,106.23)
(258.027,44.7002)
(189.879,147.826)
(237.203,60.5926)
(121.061,234.203)
(107.051,221.8)
(63.6822,177.111)
(163.681,135.7)
(223.046,98.0681)
(260.579,239.067)
(165.89,130.803)
(284.074,40.7391)
(79.9101,121.967)
(285.82,224.747)
(105.528,179.784)
(214.854,127.37)
(230.983,140.528)
(182.498,190.736)
(233.324,87.3476)
(261.755,124.258)
(66.5204,236.454)
(156.485,100.076)
(158.534,187.814)
(246.202,151.454)
(230.852,174.429)
(200.948,166.615)
(50.2014,152.669)
(217.781,99.9848)
(219.605,171.248)
(135.158,95.0062)
(96.0016,217.659)
(232.804,96.8583)
(103.157,82.9485)
(98.0209,106.355)
(115.266,227.423)
(241.04,151.66)
(208.847,65.172)
(262.162,137.254)
(197.955,176.012)
(99.1352,198.68)
(95.4105,167.73)
(175.722,115.485)
(65.3685,61.1499)
(225.897,54.8467)
(177.368,228.703)
(160.28,43.2424)
(191.332,60.7308)
(150.528,64.3625)
(88.6492,116.196)
(181.144,173.788)
(88.5889,89.8313)
(135.875,67.3089)
(99.9731,65.6845)
(214.99,67.8019)
(186.666,181.773)
(276.909,51.9501)
(94.4726,120.278)
(177.862,129.714)
(126.398,71.4063)
(194.988,73.6389)
(45.0788,222.915)
(127.308,206.284)
(228.616,145.483)
(281.073,87.1384)
(206.649,129.865)
(271.354,65.1111)
(164.666,74.876)
(142.847,234.512)
(85.5303,225.485)
(112.741,42.0699)
(152.227,57.2977)
(104.447,216.573)
(122.546,149.956)
(156.714,218.817)
(166.333,219.35)
(102.883,181.285)
(187.235,97.8388)
(197.995,185.724)
(188.292,146.716)
(283.29,164.814)
(221.551,222.291)
(240.352,156.09)
(42.1365,50.8463)
(201.029,97.54)
(221.301,181.418)
(150.037,143.401)
(183.685,122.131)
(170.401,76.1047)
(217.057,194.763)
(105.349,153.263)
(159.082,75.8795)
(144.975,116.19)
(118.688,210.618)
(112.342,76.8533)
(102.303,63.2786)
(252.094,93.7273)
(230.539,160.094)
(260.244,42.5488)
(155.91,128.921)
(150.516,147.084)
(55.3088,168.2)
(100.912,208.868)
(35.301,138.96)
(95.3992,222.232)
(78.6924,68.3954)
(185.922,207.648)
(89.2447,198.544)
(134.265,177.806)
(154.131,114.254)
(265.086,226.308)
(122.503,184.828)
(130.462,122.915)
(89.8915,58.354)
(175.891,215.675)
(132.245,194.054)
(173.185,157.427)
(107.224,141.744)
(176.721,112.398)
(225.674,139.768)
(145.057,74.24)
(153.133,198.626)
(92.3148,212.251)
(142.14,94.2274)
(200.484,66.1444)
(153.451,133.218)
(102.879,45.8273)
(63.0158,100.989)
(179.169,122.781)
(104.313,222.707)
(148.882,206.431)
(161.731,189.715)
(174.285,238.828)
(76.4292,218.653)
(161.653,71.9767)
(103.391,174.357)
(156.644,226.397)
(117.952,116.606)
(249.075,229.965)
(155.803,117.207)
(106.537,79.1278)
(195.395,77.0634)
(135.382,228.284)
(123.022,182.199)
(161.491,197.208)
(149.875,178.021)
(214.066,81.4795)
(112.706,55.9982)
(130.734,159.008)
(219.621,160.034)
(241.412,92.8856)
(79.3606,65.7028)
(129.71,167.186)
(127.279,46.4328)
(207.578,52.9549)
(108.61,181.762)
(142.51,73.8777)
(203.796,145.539)
(112.588,96.691)
(72.7073,141.727)
(104.326,192.456)
(64.718,186.04)
(284.363,147.297)
(187.008,82.744)
(116.732,176.502)
(187.748,225.791)
(279.815,236.982)
(36.4638,77.1722)
(214.595,133.616)
(68.5748,89.8207)
(196.997,147.058)
(216.553,207.154)
(231.362,190.222)
(97.6632,211.598)
(97.3396,140.244)
(98.2952,69.3132)
(143.127,132.887)
(200.323,95.1367)
(90.6104,157.204)
(122.851,74.9898)
(144.133,80.4718)
(45.7508,91.5952)
(127.881,52.0879)
(113.737,210.123)
(196.13,152.185)
(44.9134,60.7752)
(109.67,231.34)
(212.899,208.68)
(231.988,80.4359)
(165.248,196.975)
(231.107,233.416)
(211.258,241.881)
(176.73,181.454)
(81.9873,134.987)
(149.084,174.711)
(154.947,160.865)
(265.61,170.571)
(197.43,61.1379)
(233.086,81.0403)
(216.231,96.8636)
(243.653,231.017)
(102.609,220.97)
(272.784,85.3813)
(174.62,172.419)
(176.244,109.741)
(114.364,74.9982)
(153.584,95.4951)
(61.8489,197.961)
(287.376,113.709)
(77.9179,104.108)
(98.8475,202.738)
(209.942,232.105)
(183.736,177.245)
(38.2125,84.4692)
(268.713,224.316)
(126.303,180.013)
(265.761,198.784)
(145.953,206.192)
(94.5927,90.4454)
(123.581,138.484)
(210.613,207.818)
(158.452,231.844)
(113.74,190.174)
(174.774,68.7634)
