(10.5985,94.9393)
(92.92,53.1694)
(31.8135,170.021)
(252.88,177.602)
(106.571,150.872)
(250.204,239.333)
(40.1899,223.793)
(132.668,121.101)
(127.541,277.791)
(125.679,168.814)
(115.642,289.881)
(123.681,61.3619)
(84.2608,294.086)
(163.076,173.823)
(133.791,134.315)
(288.195,197.559)
(39.8525,276.055)
(143.649,103.639)
(66.7951,105.627)
(267.822,205.339)
(77.2193,227.126)
(231.252,149.382)
(71.6385,273.02)
(257.064,231.152)
(171.53,291.843)
(186.547,119.145)
(202.444,219.327)
(167.088,118.677)
(134.133,239.263)
(279.082,99.8967)
(194.298,276.376)
(284.037,66.1231)
(173.151,136.785)
(156.343,71.9184)
(63.1323,133.264)
(263.838,172.324)
(181.11,204.19)
(108.287,84.7207)
(97.9294,274.45)
(102.454,101.432)
(187.013,198.1)
(207.158,221.43)
(38.1475,283.346)
(126.688,204.253)
(143.329,114.869)
(290.731,169.6)
(11.9657,283.867)
(222.304,217.089)
(41.372,287.746)
(275.589,136.477)
(41.7303,248.526)
(95.382,54.8125)
(73.4358,112.768)
(126.114,203.338)
(207.939,137.667)
(291.351,226.924)
(156.488,207.609)
(234.935,226.608)
(111.675,270.723)
(217.442,86.9766)
(206.312,217.272)
(243.158,250.251)
(121.859,174.561)
(253.921,195.203)
(83.0274,238.609)
(118.261,156.73)
(107.855,122.742)
(198.124,213.263)
(56.2306,233.338)
(203.182,96.1417)
(191.725,203.632)
(109.647,180.185)
(31.9606,253.682)
(193.374,175.608)
(145.125,119.915)
(249.166,183.41)
(157.906,201.423)
(220.242,111.737)
(196.704,183.262)
(93.5216,111.704)
(42.5902,120.882)
(255.015,182.417)
(64.3442,162.238)
(182.261,152.547)
(16.2956,294.542)
(235.27,239.993)
(118.894,254.017)
(206.759,182.827)
(128.419,109.232)
(145.016,105.516)
(49.8661,103.281)
(275.507,239.745)
(125.423,204.848)
(138.063,154.1)
(208.83,140.684)
(252.384,83.3925)
(82.2859,216.499)
(252.391,178.603)
(199.457,143.752)
(117.731,247.725)
(59.0137,262.1)
(274.299,209.88)
(136.837,190.157)
(179.288,97.2281)
(120.109,233.404)
(189.325,201.947)
(157.405,173.932)
(228.273,114.8)
(199.5,275.436)
(255.481,240.302)
(36.8394,216.965)
(110.276,151.098)
(54.1834,271.766)
(116.282,85.6126)
(36.2376,143.112)
(119.919,127.224)
(25.9323,103.317)
(123.685,194.742)
(114.193,212.073)
(278.551,66.2746)
(66.1966,176.976)
(254.803,55.5736)
(171.628,192.175)
(156.955,203.1)
(88.3308,121.536)
(229.983,157.143)
(159.22,249.358)
(94.8216,245.376)
(141.844,120.203)
(117.57,210.055)
(84.0343,146.588)
(123.86,141.939)
(70.6244,156.644)
(123.262,216.79)
(189.437,110.912)
(269.646,87.6061)
(108.608,233.548)
(129.761,112.208)
(46.4436,195.815)
(101.889,166.747)
(138.071,240.972)
(110.471,129.264)
(111.05,114.392)
(161.221,84.8669)
(55.3141,187.89)
(281.503,171.321)
(155.198,114.462)
(99.8411,57.795)
(91.8257,132.203)
(261.166,113.235)
(63.8348,239.912)
(187.422,204.415)
(94.1801,226.283)
(103.205,172.596)
(42.8179,114.193)
(125.924,212.861)
(175.885,145.494)
(128.706,118.907)
(80.6059,199.026)
(190.355,167.893)
(207.637,180.958)
(125.795,194.807)
(116.139,134.735)
(239.183,239.937)
(87.6575,209.449)
(139.753,183.465)
(70.081,236.275)
(174.461,196.234)
(83.2778,186.766)
(155.411,158.068)
(121.679,190.435)
(157.511,129.536)
(156.649,195.316)
(235.024,69.2271)
(15.0622,134.479)
(223.701,54.6714)
(136.157,258.595)
(236.06,84.2681)
(14.0498,184.343)
(110.786,133.68)
(14.5118,159.639)
(103.726,116.565)
(16.6344,187.287)
(99.38,131.885)
(194.772,163.89)
(276.534,148.423)
(175.045,143.144)
(264.54,163.666)
(159.18,208.664)
(219.474,206.214)
(163.863,152.274)
(247.467,131.992)
(31.5888,192.626)
(202.842,77.6111)
(197.689,222.727)
(197.872,244.173)
(203.087,210.697)
(147.319,251.694)
(18.7038,155.799)
(170.159,245.448)
(140.409,155.793)
(180.453,147.426)
(119.657,154.092)
(97.6731,110.809)
(183.476,226.247)
(103.604,179.312)
(199.241,260.171)
(97.8857,62.8019)
(73.5167,209.827)
(126.994,103.178)
(53.2741,233.966)
(133.932,88.3332)
(65.3827,190.351)
(126.608,116.059)
(166.87,205.867)
(148.088,139.251)
(182.379,237.64)
(273.258,134.008)
(12.4526,280.031)
(231.398,227.901)
(126.997,244.102)
(193.795,158.21)
(124.993,200.78)
(207.593,230.482)
(31.3262,243.687)
(120.241,116.573)
(98.3723,163.272)
(191.487,195.727)
(174.343,227.194)
(98.3676,173.185)
(53.7808,155.555)
(99.0178,68.1326)
(13.9156,281.376)
(188.722,58.3407)
(182.126,129.22)
(272.823,141.096)
(194.042,175.717)
(285.887,151.007)
(197.217,202.58)
(168.07,60.5153)
(66.9867,197.41)
(163.669,197.331)
(181.402,264.256)
(179.64,187.718)
(112.17,187.107)
(147.485,197.923)
(163.382,155.602)
(252.637,209.27)
(57.6973,150.458)
(254.192,71.796)
(100.398,236.115)
(199.473,126.412)
(32.5517,194.46)
(264,61.7408)
(17.7597,141.169)
(108.837,116.719)
(159.299,181.606)
(100.631,172.674)
(66.5812,189.371)
(146.973,210.723)
(197.198,203.557)
(195.228,192.553)
(179.879,156.964)
(188.404,69.5485)
(128.142,151.696)
(127.926,60.5124)
(208.53,236.498)
(173.506,73.0544)
(51.6778,146.605)
(121.376,101.41)
(108.494,139.313)
(204.71,99.7654)
(141.639,214.441)
(259.02,240.192)
(24.5315,115.093)
(237.497,53.7018)
(139.369,141.824)
(232.836,151.221)
(119.508,130.339)
(207.35,79.622)
(102.754,244.375)
(126.716,143.257)
(101.593,209.321)
(202.893,185.244)
(176.646,233.368)
(273.235,117.112)
(193.401,187.044)
(203.459,167.012)
(22.2047,171.578)
(193.786,78.7087)
(107.391,140.382)
(118.992,78.7325)
(102.926,260.927)
(216.534,54.4058)
(11.9854,132.984)
(120.609,146.712)
(198.079,156.424)
(276.551,131.644)
(186.464,188.543)
(103.469,195.082)
(42.6308,285.803)
(98.7756,68.0045)
(93.5671,211.334)
(221.598,147.744)
(203.632,124.483)
(213.034,142.995)
(85.5844,241.125)
(208.309,220.483)
(122.771,133.942)
(261.47,166.729)
(87.6458,291.178)
(100.023,117.697)
(68.3215,285.673)
(235.923,86.7583)
(94.9353,248.491)
(268.422,169.539)
(155.014,276.297)
(224.124,80.5538)
(108.35,154.821)
(214.879,143.955)
(100.024,137.013)
(273.531,217.581)
(198.858,190.939)
(224.645,153.602)
(145.601,195.213)
(106.912,65.2191)
(107.111,116.034)
(169.497,207.405)
(22.4268,114.519)
(280.745,149.335)
(183.731,258.266)
(105.454,170.717)
(155.282,238.678)
(237.852,95.6051)
(14.219,161.831)
(226.141,146.215)
(119.563,208.771)
(150.377,150.393)
(20.4294,284.121)
(290.576,198.003)
(100.055,106.587)
(249.803,239.138)
(43.3412,128.4)
(233.124,97.7405)
(63.639,222.968)
(233.656,79.3421)
(101.954,248.21)
(236.64,89.2088)
(107.607,183.592)
(171.395,153.799)
(166.143,106.635)
(286.596,117.678)
(136.126,146.072)
(254.652,188.528)
(50.9133,254.328)
(173.111,182.94)
(181.635,132.014)
(208.66,56.9482)
(81.1334,150.883)
(141.27,176.745)
(194.572,284.025)
(242.668,128.498)
(152.955,188.408)
(204.288,92.535)
(192.72,284.782)
(232.915,190.835)
(12.1372,228.61)
(95.094,180.236)
(195.402,258.846)
(155.344,78.2879)
(133.893,237.555)
(247.809,147.5)
(190.289,165.568)
(191.03,103.395)
(137.172,241.399)
(266.721,163.716)
(146.144,218.488)
(278.795,131.071)
(27.616,192.182)
(210.188,252.308)
(97.684,152.202)
(229.724,141.794)
(201.532,233.918)
(108.61,228.906)
(113.483,173.054)
(93.7754,79.3488)
(31.3292,250.684)
(213.43,53.5905)
(36.9723,113.559)
(143.566,206.116)
(175.678,119.387)
(156.413,153.794)
(158.595,144.307)
(271.447,218.183)
(157.209,190.733)
(257.073,86.8652)
(163.655,195.896)
(215.24,197.16)
(50.5337,232.95)
(212.647,195.989)
(26.7237,215.522)
(261.919,90.0253)
(86.9258,184.449)
(130.197,155.871)
(118.728,182.863)
(148.568,126.378)
(122.969,214.08)
(266.753,113.537)
(179.107,247.299)
(118.301,168.289)
(58.752,284.473)
(241.735,54.3799)
(101.089,166.074)
(238.121,183.595)
(19.7441,159.867)
(166.166,78.4403)
(196.109,137.185)
(155.047,115.007)
(142.353,194.343)
(257.459,93.0533)
(197.926,115.127)
(206.012,152.868)
(149.927,181.864)
(252.986,161.007)
(49.8826,280.386)
(115.877,140.607)
(185.579,266.711)
(181.568,118.641)
(53.5053,128.788)
(288.817,105.222)
(109.375,164.083)
(170.243,137.457)
(121.987,234.39)
(239.045,96.3129)
(49.4526,205.604)
(175.947,79.351)
(141.45,291.059)
(218.8,123.349)
(93.6427,180.885)
(270.937,175.498)
(81.9905,95.9131)
(102.686,99.5419)
(183.344,193.354)
(204.764,68.8217)
(142.862,202.68)
(160.625,84.2093)
(187.483,239.967)
(208.247,141.443)
(95.0768,156.392)
(224.337,176.502)
(182.715,109.383)
(242.434,156.138)
(21.1618,170.333)
(266.068,146.777)
(171.938,246.105)
(108.856,85.9009)
(162.738,120.641)
(172.024,178.054)
(134.715,285.887)
(233.457,109.549)
(109.287,103.181)
(180.339,128.743)
(163.868,97.6858)
(256.766,90.9175)
(74.7974,190.202)
(254.001,89.4852)
(120.306,205.534)
(232.204,173.44)
(196.587,207.372)
(106.798,200.497)
(74.1961,124.753)
(272.979,68.9062)
(66.1144,154.103)
(233.541,232.802)
(60.7098,176.098)
(128.932,201.97)
(99.9983,218.37)
(117.293,95.839)
(136.776,283.159)
(173.338,243.546)
(94.0815,136.438)
(119.612,246.359)
(162.691,260.915)
(206.38,191.251)
(89.0069,222.278)
(178.329,195.175)
(167.751,160.408)
(250.663,65.8377)
(135.231,193.303)
(285.22,227.913)
(190.121,123.251)
(216.464,122.092)
(162.341,242.857)
(204.512,131.09)
(146.736,286.949)
(161.217,72.7899)
(44.1062,189.928)
(105.73,238.77)
(71.5635,221.21)
(216.602,192.543)
(64.2079,104.031)
(174.299,63.9313)
(85.1587,134.062)
(116.35,252.362)
(148.085,110.67)
(266.856,170.178)
(54.6413,192.42)
(278.851,248.955)
(55.9965,192.462)
(166.626,234.705)
(100.131,236.942)
(94.076,176.209)
(47.5902,108.906)
(201.56,151.126)
(150.836,127.262)
(130.25,247.016)
(52.0121,213.649)
(97.5289,169.143)
(168.43,122.978)
(208.086,148.488)
(54.3683,184.042)
(105.247,140.982)
(197.182,293.197)
(176.519,85.1509)
(106.379,252.244)
(106.437,238.482)
(109.906,109.612)
(201.272,189.469)
(39.2379,111.932)
(127.176,222.046)
(59.9135,166.526)
(255.644,143.898)
(200.895,262.272)
(99.6226,201.297)
(205.97,216.808)
(136.366,92.3113)
(21.5705,150.712)
(219.875,250.725)
(64.6291,105.492)
(122.457,202.98)
(178.456,137.993)
(228.043,120.335)
(68.3253,138.415)
(96.385,139.536)
(71.0669,132.661)
(148.163,162.953)
(119.906,112.907)
(93.4322,152.773)
(195.899,102.154)
(140.652,233.842)
(139.682,186.117)
(112.734,193.225)
(157.549,241.708)
(230.532,54.1506)
(167.92,262.088)
(243.712,178.349)
(20.8009,180.855)
(285.265,121.099)
(139.99,290.75)
(247.216,243.029)
(44.1301,104.478)
(192.563,196.009)
(38.1047,195.095)
(135.363,65.9759)
(117.969,185.114)
(286.399,89.6239)
(191.951,108.232)
(269.43,181.472)
(170.66,209.061)
(222.204,170.553)
(91.8692,175.016)
(135.483,144.643)
(176.59,129.848)
(252.322,148.553)
(41.317,208.637)
(178.163,117.42)
(133.836,279.826)
(100.01,203.913)
(95.6404,144.472)
(256.47,245.582)
(150.306,251.968)
(121.787,174.229)
(180.92,100.317)
(142.283,183.552)
(130.098,273.586)
(140.686,53.9396)
(69.3219,185.268)
(185.163,77.8849)
(135.835,146.585)
(213.019,209.125)
(175.942,100.281)
(113.126,141.751)
(200.827,122.234)
(132.244,128.44)
(87.4262,97.8136)
(160.602,69.7045)
(170.501,191.489)
(230.515,183.393)
(112.525,281.897)
(153.526,74.5955)
(176.203,203.311)
(115.116,77.4976)
(209.299,209.379)
(141.964,177.107)
(176.684,264.082)
(172.813,184.599)
(185.083,195.038)
(112.931,217.882)
(137.992,154.274)
(132.903,57.3906)
(72.8079,202.604)
(113.676,75.2817)
(14.8128,253.291)
(245.256,159.31)
(155.907,107.882)
(220.487,164.083)
(131.913,244.703)
(228.162,173.185)
(74.8013,279.225)
(136.873,83.4576)
(164.026,218.785)
(254.638,181.081)
(34.5425,276.668)
(185.545,204.507)
(51.6619,227.547)
(248.479,156.442)
(50.8708,271.254)
(218.305,97.6561)
(145.265,172.661)
(243.548,133.145)
(101.263,173.134)
(283.809,65.1482)
(38.5563,221.07)
(224.914,145.33)
(121.014,270.886)
(215.369,117.013)
(110.391,179.106)
(284.676,176.906)
(76.4934,179.32)
(167.994,160.128)
(27.586,125.572)
(103.151,110.429)
(17.5465,230.556)
(194.667,194.784)
(23.9363,147.314)
(114.51,157.171)
(141.167,107.418)
(208.901,211.696)
(149.207,142.914)
(143.607,102.194)
(34.5206,268.076)
(205.788,176.884)
(67.9014,199.563)
(140.372,176.367)
(199.603,217.465)
(123.076,59.1614)
(163.757,135.327)
(156.172,213.276)
(186.602,259.938)
(194.641,242.511)
(27.9711,218.25)
(186.264,201.111)
(146.388,104.264)
