(63.3211,50.1591)
(61.0269,47.7044)
(66.9297,11.0638)
(127.562,102.909)
(198.134,118.83)
(116.726,24.1607)
(69.7096,74.6864)
(81.1228,150.396)
(127.265,22.4193)
(182.274,57.5784)
(67.1931,153.994)
(212.333,22.6181)
(91.2865,61.8413)
(237.924,89.2072)
(94.8526,97.7829)
(130.92,204.724)
(248.064,237.358)
(116.904,131.96)
(75.1018,164.374)
(234.674,196.592)
(252.27,34.5071)
(225.306,241.888)
(108.998,229.785)
(161.351,119.37)
(256.757,63.5336)
(176.752,247.307)
(186.593,72.1919)
(74.4776,197.788)
(133.837,235.758)
(256.062,111.797)
(138.094,106.891)
(116.325,109.515)
(113.314,116.336)
(246.028,108.324)
(80.5138,204.058)
(73.9826,15.8914)
(243.118,219.197)
(257.584,75.4722)
(218.048,102.042)
(199.395,194.713)
(165.38,99.5033)
(211.086,35.0804)
(176.248,205.472)
(232.673,233.442)
(210.296,171.842)
(149.792,68.2987)
(78.5362,189.473)
(146.88,74.9577)
(110.362,112.816)
(183.086,114.232)
(85.9404,140.176)
(134.677,248.967)
(159.177,115.617)
